2019-04-24 21:35:36.643 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.yxc.servie.UserServiceTest], using SpringBootContextLoader
2019-04-24 23:06:41.278 [restartedMain] INFO  com.yxc.common.utils.SpringBeanUtil - ========ApplicationContext配置成功,applicationContext=:org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6456006, started on Wed Apr 24 23:06:31 CST 2019
2019-04-24 23:06:43.197 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-04-24 23:06:43.470 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1]
2019-04-24 23:06:43.585 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: connectionFactory#2091f7a8:0/SimpleConnection@18ae3535 [delegate=amqp://guest@127.0.0.1:5672/, localPort= 55734]
2019-04-24 23:06:43.789 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
2019-04-24 23:06:43.802 [restartedMain] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-04-24 23:06:43.868 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path '/yxcproject'
2019-04-24 23:06:43.876 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - Started SpringBootProjectApplication in 14.248 seconds (JVM running for 19.422)
2019-04-24 23:06:43.882 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - =========项目启动完毕共耗时:14秒
2019-04-24 23:08:07.894 [http-nio-8084-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/yxcproject] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-04-24 23:08:07.894 [http-nio-8084-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-04-24 23:08:07.911 [http-nio-8084-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 17 ms
2019-04-24 23:08:08.023 [http-nio-8084-exec-1] INFO  com.yxc.controller.UserController - ==getUsers==
2019-04-24 23:08:08.088 [http-nio-8084-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-04-24 23:08:08.448 [http-nio-8084-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-04-24 23:08:08.524 [executor-1] INFO  com.yxc.service.impl.UserTaskServiceImpl - 进入异步方法
2019-04-24 23:08:08.529 [http-nio-8084-exec-1] ERROR com.yxc.controller.UserController - getUsers():{}
org.springframework.aop.AopInvocationException: Null return value from advice does not match primitive return type for: public abstract int com.yxc.service.UserTaskService.addUserTask(com.yxc.pojo.UserTask)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:226)
	at com.sun.proxy.$Proxy80.addUserTask(Unknown Source)
	at com.yxc.service.impl.UserServiceImpl.getUsers(UserServiceImpl.java:39)
	at com.yxc.controller.UserController.getUsers(UserController.java:30)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:189)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:102)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:895)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:800)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1038)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:942)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1005)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:908)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:660)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:882)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:99)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:92)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal(HiddenHttpMethodFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:200)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:199)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:490)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:408)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:791)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1417)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
2019-04-24 23:08:08.537 [http-nio-8084-exec-1] ERROR com.yxc.common.handler.MyExceptionHandler - StudentException code:8888,msg:Null return value from advice does not match primitive return type for: public abstract int com.yxc.service.UserTaskService.addUserTask(com.yxc.pojo.UserTask)
2019-04-24 23:08:08.548 [executor-1] INFO  com.yxc.service.impl.UserTaskServiceImpl - 插入了1条，执行时长：0秒
2019-04-24 23:08:08.608 [http-nio-8084-exec-1] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [com.yxc.common.handler.SbpRuntimeException]
2019-04-24 23:11:16.793 [Thread-28] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2019-04-24 23:11:17.383 [Thread-28] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2019-04-24 23:11:17.409 [Thread-28] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2019-04-24 23:11:17.438 [Thread-28] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'executor'
2019-04-24 23:11:17.440 [Thread-28] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2019-04-24 23:11:17.477 [Thread-28] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2019-04-24 23:11:39.434 [main] INFO  com.yxc.SpringBootProjectApplication - =========项目启动开始=========
2019-04-24 23:11:40.070 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - =========项目启动开始=========
2019-04-24 23:11:41.546 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - Starting SpringBootProjectApplication on DESKTOP-8NTV36D with PID 15192 (C:\work\spring-boot-demo\spring-boot-project\target\classes started by yangx in C:\work\spring-boot-demo\spring-boot-project)
2019-04-24 23:11:41.570 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - No active profile set, falling back to default profiles: default
2019-04-24 23:11:41.813 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-04-24 23:11:41.814 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-04-24 23:11:44.201 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-04-24 23:11:44.206 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-04-24 23:11:44.322 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 78ms. Found 0 repository interfaces.
2019-04-24 23:11:45.162 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$812ade2c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-24 23:11:45.264 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$babf1ffe] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-24 23:11:46.287 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8084 (http)
2019-04-24 23:11:46.330 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8084"]
2019-04-24 23:11:46.350 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-04-24 23:11:46.355 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/9.0.13
2019-04-24 23:11:46.375 [restartedMain] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\sorft\Java\jdk\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\ProgramData\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\sorft\Java\jdkbin;C:\sorft\apache-maven-3.5.2bin;C:\sorft\Java\jdk\jre\bin;C:\sorft\Git\cmd;C:\sorft\TortoiseSVN\bin;C:\sorft\gradle-5.3.1\bin;C:\Program Files (x86)\MySQL\MySQL Fabric 1.5.2 & MySQL Utilities 1.5.2 1.5\;C:\Program Files (x86)\MySQL\MySQL Fabric 1.5.2 & MySQL Utilities 1.5.2 1.5\Doctrine extensions for PHP\;C:\Users\yangx\AppData\Local\Microsoft\WindowsApps;;.]
2019-04-24 23:11:46.724 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/yxcproject] - Initializing Spring embedded WebApplicationContext
2019-04-24 23:11:46.725 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4911 ms
2019-04-24 23:11:47.073 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================redissonSingle==============================
2019-04-24 23:11:47.073 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================timeout:3000
2019-04-24 23:11:47.073 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================pingTimeout:30000
2019-04-24 23:11:47.073 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectionPoolSize:64
2019-04-24 23:11:47.074 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================idleConnectionTimeout:10000
2019-04-24 23:11:47.074 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectTimeout:30000
2019-04-24 23:11:47.074 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================reconnectionTimeout:30000
2019-04-24 23:11:47.074 [restartedMain] INFO  com.yxc.common.lock.RedisSessionConfig - =====================connectionMinimumIdleSize:10
2019-04-24 23:11:47.594 [restartedMain] INFO  org.redisson.Version - Redisson 3.5.0
2019-04-24 23:11:48.484 [redisson-netty-1-6] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for /127.0.0.1:6379
2019-04-24 23:11:48.485 [redisson-netty-1-7] INFO  org.redisson.connection.pool.MasterConnectionPool - 10 connections initialized for /127.0.0.1:6379
2019-04-24 23:11:48.759 [restartedMain] INFO  com.yxc.common.redis.RedisConfig - Create JedisConnectionFactory successful
2019-04-24 23:11:49.151 [restartedMain] INFO  com.yxc.common.utils.SpringBeanUtil - ========ApplicationContext配置成功,applicationContext=:org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5ef6ca1f, started on Wed Apr 24 23:11:41 CST 2019
2019-04-24 23:11:49.920 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2019-04-24 23:11:49.927 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2019-04-24 23:11:49.946 [restartedMain] INFO  com.yxc.common.redis.RedisConfig - JedisPool init successful，host -> [127.0.0.1]；port -> [5672]
2019-04-24 23:11:49.975 [restartedMain] INFO  com.yxc.common.redis.RedisConfig - 初始化CacheManager -> [CacheManager RedisCacheManager Start]
2019-04-24 23:11:49.996 [restartedMain] INFO  com.yxc.common.redis.RedisConfig - 初始化 -> [Redis CacheErrorHandler]
2019-04-24 23:11:50.001 [restartedMain] INFO  com.yxc.common.utils.SpringBeanUtil - ========ApplicationContext配置成功,applicationContext=:org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5ef6ca1f, started on Wed Apr 24 23:11:41 CST 2019
2019-04-24 23:11:51.873 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2019-04-24 23:11:52.090 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [127.0.0.1]
2019-04-24 23:11:52.232 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: connectionFactory#e497272:0/SimpleConnection@d2ae30b [delegate=amqp://guest@127.0.0.1:5672/, localPort= 55964]
2019-04-24 23:11:52.441 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8084"]
2019-04-24 23:11:52.449 [restartedMain] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2019-04-24 23:11:52.504 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8084 (http) with context path '/yxcproject'
2019-04-24 23:11:52.510 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - Started SpringBootProjectApplication in 12.41 seconds (JVM running for 18.475)
2019-04-24 23:11:52.516 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - =========项目启动完毕共耗时:12秒
2019-04-24 23:12:18.213 [http-nio-8084-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/yxcproject] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-04-24 23:12:18.214 [http-nio-8084-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-04-24 23:12:18.231 [http-nio-8084-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 17 ms
2019-04-24 23:12:18.437 [http-nio-8084-exec-1] INFO  com.yxc.controller.UserController - ==getUsers==
2019-04-24 23:12:18.539 [http-nio-8084-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-04-24 23:12:18.892 [http-nio-8084-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-04-24 23:12:19.014 [http-nio-8084-exec-1] INFO  com.yxc.controller.UserController - ==pageReult Json==:{"datas":[{"userAddress":"北京市昌平区","userId":8,"userName":"张三"},{"userAddress":"北京市朝阳区","userId":9,"userName":"李小四"},{"userAddress":"河北省保定市","userId":10,"userName":"王儿五"},{"userAddress":"河北省邯郸市","userId":11,"userName":"司马图"},{"userAddress":"河北省邯郸市","userId":12,"userName":"周艳"},{"userAddress":"黑龙江省哈尔滨市","userId":13,"userName":"文会山"},{"userAddress":"黑龙江省齐齐哈尔市","userId":14,"userName":"吕贵"}],"pageCount":1,"pageNum":1,"pageSize":100,"totalCount":7}
2019-04-24 23:12:19.029 [http-nio-8084-exec-1] ERROR com.yxc.controller.UserController - getUsers():{}
org.springframework.aop.AopInvocationException: Null return value from advice does not match primitive return type for: public abstract int com.yxc.service.UserTaskService.addUserTask(com.yxc.pojo.UserTask)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:226)
	at com.sun.proxy.$Proxy80.addUserTask(Unknown Source)
	at com.yxc.controller.UserController.getUsers(UserController.java:43)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:189)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:102)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:895)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:800)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1038)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:942)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1005)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:908)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:660)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:882)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:99)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:92)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal(HiddenHttpMethodFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:200)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:199)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:490)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:408)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:791)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1417)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
2019-04-24 23:12:19.033 [executor-1] INFO  com.yxc.service.impl.UserTaskServiceImpl - 进入异步方法
2019-04-24 23:12:19.038 [http-nio-8084-exec-1] ERROR com.yxc.common.handler.MyExceptionHandler - StudentException code:8888,msg:Null return value from advice does not match primitive return type for: public abstract int com.yxc.service.UserTaskService.addUserTask(com.yxc.pojo.UserTask)
2019-04-24 23:12:19.070 [executor-1] INFO  com.yxc.service.impl.UserTaskServiceImpl - 插入了1条，执行时长：0秒
2019-04-24 23:12:19.144 [http-nio-8084-exec-1] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [com.yxc.common.handler.SbpRuntimeException]
2019-04-24 23:12:57.039 [Thread-33] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2019-04-24 23:12:57.717 [Thread-33] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2019-04-24 23:12:57.724 [Thread-33] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2019-04-24 23:12:57.740 [Thread-33] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'executor'
2019-04-24 23:12:57.744 [Thread-33] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2019-04-24 23:12:57.771 [Thread-33] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2019-04-24 23:13:21.262 [main] INFO  com.yxc.SpringBootProjectApplication - =========项目启动开始=========
2019-04-24 23:13:22.273 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - =========项目启动开始=========
2019-04-24 23:13:23.480 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - Starting SpringBootProjectApplication on DESKTOP-8NTV36D with PID 9528 (C:\work\spring-boot-demo\spring-boot-project\target\classes started by yangx in C:\work\spring-boot-demo\spring-boot-project)
2019-04-24 23:13:23.483 [restartedMain] INFO  com.yxc.SpringBootProjectApplication - No active profile set, falling back to default profiles: default
2019-04-24 23:13:23.687 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2019-04-24 23:13:23.687 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2019-04-24 23:13:26.960 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-04-24 23:13:26.973 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-04-24 23:13:27.135 [restartedMain] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 111ms. Found 0 repository interfaces.
2019-04-24 23:13:28.615 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$7900138f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-04-24 23:13:28.695 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$b2945561] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
